lat,lon,ele,time,deltaDistMeters,deltaTimeSeconds,deltaElevationMeters,cumTime,velocityKmPerHour,min,max,cumElevation,cumDistance,elevationGradients,gradientRange
41.007192,28.639658,175.3,2021-10-22 20:52:03,2.456925963937705,1.0,0.0,16300.0,8.844933470175738,,,-22.500000000000483,38849.18880771353,0.0,"(-1, 1]"
41.007225,28.639676,175.4,2021-10-22 20:52:05,3.9725708672953393,2.0,0.09999999999999432,16302.0,7.150627561131611,,,-22.40000000000049,38853.16137858082,2.5,"(1, 3]"
41.007264,28.639694,175.4,2021-10-22 20:52:06,4.597246278123744,1.0,0.0,16303.0,16.55008660124548,,,-22.40000000000049,38857.75862485894,0.0,"(-1, 1]"
41.007279,28.639699,175.4,2021-10-22 20:52:07,1.7218089097576819,1.0,0.0,16304.0,6.198512075127655,,,-22.40000000000049,38859.4804337687,0.0,"(-1, 1]"
41.007313,28.639719,175.5,2021-10-22 20:52:08,4.141001536790988,1.0,0.09999999999999432,16305.0,14.907605532447556,,,-22.300000000000495,38863.62143530549,2.4,"(1, 3]"
41.007323,28.639725,175.5,2021-10-22 20:52:09,1.2219846425928609,1.0,0.0,16306.0,4.399144713334299,,,-22.300000000000495,38864.84341994808,0.0,"(-1, 1]"
41.007347,28.639736,175.6,2021-10-22 20:52:10,2.8269554176854634,1.0,0.09999999999999432,16307.0,10.177039503667668,,,-22.2000000000005,38867.67037536577,3.5,"(3, 5]"
41.007388,28.639754,175.7,2021-10-22 20:52:12,4.808054642680662,2.0,0.09999999999999432,16309.0,8.654498356825192,,,-22.100000000000506,38872.47843000845,2.1,"(1, 3]"
41.007421,28.639779,175.7,2021-10-22 20:52:13,4.2314756990478255,1.0,0.0,16310.0,15.233312516572171,,,-22.100000000000506,38876.709905707496,0.0,"(-1, 1]"
41.007472,28.639809,175.8,2021-10-22 20:52:16,6.211499968602628,3.0,0.10000000000002274,16313.0,7.453799962323155,,,-22.000000000000483,38882.9214056761,1.6,"(1, 3]"
41.0075,28.639825,175.9,2021-10-22 20:52:17,3.3943885410352883,1.0,0.09999999999999432,16314.0,12.219798747727038,,,-21.90000000000049,38886.31579421713,2.9,"(1, 3]"
41.007531,28.639842,175.9,2021-10-22 20:52:18,3.7347199307260346,1.0,0.0,16315.0,13.444991750613724,,,-21.90000000000049,38890.05051414786,0.0,"(-1, 1]"
41.00756,28.639858,176.0,2021-10-22 20:52:19,3.4968866086203247,1.0,0.09999999999999432,16316.0,12.58879179103317,,,-21.800000000000495,38893.54740075648,2.9,"(1, 3]"
41.00757,28.639864,176.0,2021-10-22 20:52:20,1.2219838646053005,1.0,0.0,16317.0,4.399141912579082,,,-21.800000000000495,38894.76938462108,0.0,"(-1, 1]"
41.007596,28.639882,176.1,2021-10-22 20:52:21,3.2654839329664243,1.0,0.09999999999999432,16318.0,11.755742158679128,,,-21.7000000000005,38898.03486855405,3.1,"(3, 5]"
41.007604,28.639888,176.1,2021-10-22 20:52:22,1.0232943123538203,1.0,0.0,16319.0,3.6838595244737533,,,-21.7000000000005,38899.05816286641,0.0,"(-1, 1]"
41.007638,28.639908,176.1,2021-10-22 20:52:24,4.140998173505279,2.0,0.0,16321.0,7.453796712309503,,,-21.7000000000005,38903.19916103991,0.0,"(-1, 1]"
41.007652,28.639912,176.1,2021-10-22 20:52:25,1.5942850504384414,1.0,0.0,16322.0,5.739426181578389,,,-21.7000000000005,38904.79344609035,0.0,"(-1, 1]"
41.007684,28.639938,176.2,2021-10-22 20:52:27,4.178487843185142,2.0,0.09999999999999432,16324.0,7.521278117733256,,,-21.600000000000506,38908.971933933535,2.4,"(1, 3]"
41.00771,28.639954,176.2,2021-10-22 20:52:29,3.191163246496015,2.0,0.0,16326.0,5.744093843692827,,,-21.600000000000506,38912.16309718003,0.0,"(-1, 1]"
41.007722,28.639966,176.3,2021-10-22 20:52:30,1.673503559690266,1.0,0.10000000000002274,16327.0,6.024612814884958,,,-21.500000000000483,38913.83660073972,6.0,"(5, 10]"
41.007736,28.639974,176.3,2021-10-22 20:52:31,1.6971932894570672,1.0,0.0,16328.0,6.109895842045442,,,-21.500000000000483,38915.53379402918,0.0,"(-1, 1]"
41.007751,28.639983,176.3,2021-10-22 20:52:32,1.8329749506736697,1.0,0.0,16329.0,6.598709822425211,,,-21.500000000000483,38917.36676897985,0.0,"(-1, 1]"
41.00778,28.639998,176.4,2021-10-22 20:52:34,3.46546492260087,2.0,0.09999999999999432,16331.0,6.237836860681566,,,-21.40000000000049,38920.83223390245,2.9,"(1, 3]"
41.007791,28.640009,176.4,2021-10-22 20:52:35,1.5340443427877128,1.0,0.0,16332.0,5.522559634035766,,,-21.40000000000049,38922.36627824524,0.0,"(-1, 1]"
41.007808,28.640022,176.4,2021-10-22 20:52:37,2.1849193032900986,2.0,0.0,16334.0,3.9328547459221777,,,-21.40000000000049,38924.55119754853,0.0,"(-1, 1]"
41.007821,28.640024,176.4,2021-10-22 20:52:38,1.4568732085633898,1.0,0.0,16335.0,5.244743550828203,,,-21.40000000000049,38926.00807075709,0.0,"(-1, 1]"
41.00784,28.640033,176.4,2021-10-22 20:52:39,2.246132589398668,1.0,0.0,16336.0,8.086077321835205,,,-21.40000000000049,38928.254203346485,0.0,"(-1, 1]"
41.007873,28.640042,176.5,2021-10-22 20:52:41,3.7505344006892076,2.0,0.09999999999999432,16338.0,6.750961921240574,,,-21.300000000000495,38932.00473774717,2.7,"(1, 3]"
41.007904,28.64006,176.5,2021-10-22 20:52:43,3.767637508894235,2.0,0.0,16340.0,6.781747516009623,,,-21.300000000000495,38935.77237525606,0.0,"(-1, 1]"
41.007923,28.640074,176.5,2021-10-22 20:52:44,2.4200461882700517,1.0,0.0,16341.0,8.712166277772186,,,-21.300000000000495,38938.192421444335,0.0,"(-1, 1]"
41.007962,28.640095,176.6,2021-10-22 20:52:46,4.686176569518195,2.0,0.09999999999999432,16343.0,8.435117825132751,,,-21.2000000000005,38942.87859801386,2.1,"(1, 3]"
41.007995,28.640111,176.6,2021-10-22 20:52:47,3.911702368412748,1.0,0.0,16344.0,14.082128526285892,,,-21.2000000000005,38946.79030038227,0.0,"(-1, 1]"
