ride_index,start_lat,start_lon,end_lat,end_lon,distance_covered,distance_since_start,elevation_change,elevation,time_since_start,time_elapsed,pct_of_total_ride,elevation_gain,elevation_lost,avg_velocity_kmh,slope_percentage,total_climb_since_start,all_time_avg_kmh,is_he_resting
7,40.998767,28.54715,41.001209,28.548241,258.56,23142.54,3.4,3.7,5750.0,95.0,0.77,3.3,0.1,9.8,1.0,103.2,11.61,False
7,41.001209,28.548241,41.008591,28.552923,901.49,23401.1,-4.6,7.1,5845.0,295.0,2.69,0.4,4.8,11.0,0.0,103.6,11.61,False
7,41.008591,28.552923,41.009889,28.555914,268.54,24302.59,1.4,2.5,6140.0,82.0,0.8,1.3,0.1,11.79,0.0,104.9,11.61,False
7,41.009889,28.555914,41.01102,28.557565,179.87,24571.14,-0.6,3.9,6222.0,48.0,0.54,0.1,0.5,13.49,0.0,105.0,11.61,False
7,41.01102,28.557565,41.011997,28.559141,143.9,24751.01,0.2,3.3,6270.0,38.0,0.43,0.2,0.1,13.63,0.0,105.2,11.61,False
7,41.011997,28.559141,41.013416,28.561777,272.25,24894.9,-1.0,3.5,6308.0,79.0,0.81,0.1,1.0,12.41,0.0,105.3,11.61,False
7,41.013416,28.561777,41.014954,28.562362,213.44,25167.15,0.6,2.5,6387.0,78.0,0.64,0.9,0.5,9.85,0.0,106.2,11.61,False
7,41.014954,28.562362,41.015168,28.562279,65.75,25380.59,-0.1,3.1,6465.0,132.0,0.2,0.1,0.0,1.79,0.0,106.3,11.61,True
7,41.015168,28.562279,41.017081,28.563268,208.89,25446.34,1.5,3.0,6597.0,67.0,0.62,1.7,0.4,11.22,1.0,108.0,11.61,False
7,41.017081,28.563268,41.018194,28.56496,173.75,25655.23,-0.9,4.5,6664.0,41.0,0.52,0.1,0.8,15.26,0.0,108.1,11.61,False
7,41.018194,28.56496,41.019011,28.568643,164.89,25828.98,0.0,3.6,6705.0,40.0,0.49,0.2,0.2,14.84,0.0,108.3,11.61,False
7,41.019011,28.568643,41.019286,28.572608,320.41,25993.87,1.9,3.6,6745.0,76.0,0.95,1.8,0.1,15.18,1.0,110.1,11.61,False
7,41.019286,28.572608,41.019708,28.578926,489.01,26314.28,-2.6,5.5,6821.0,87.0,1.46,0.2,2.6,20.23,0.0,110.3,11.61,False
7,41.019708,28.578926,41.020519,28.628955,4534.61,26803.29,194.6,2.9,6908.0,2076.0,13.51,194.7,0.3,7.86,4.0,305.0,11.61,False
7,41.020519,28.628955,41.023934,28.631833,1258.43,31337.9,-14.8,197.5,8984.0,259.0,3.75,3.6,17.8,17.49,-1.0,308.6,11.61,False
7,41.023934,28.631833,41.023893,28.63262,66.43,32596.33,6.5,182.7,9243.0,17.0,0.2,6.3,0.5,14.07,9.0,314.9,11.61,False
7,41.023893,28.63262,41.020782,28.638481,898.67,32662.75,9.3,189.2,9260.0,335.0,2.68,19.7,10.3,9.66,2.0,334.6,11.61,False
